response_id,comment_text,age,profession,time_period,crowding_level,waiting_time_min,sentiment_label,primary_category
576,"Peak hour e local bus e comfort expect kora jay na, but ajke situation aro kharap chilo.",38,Small Business,Morning Peak,Severe,43,Negative,Comfort
577,"There was pressure inside the bus, but not severe.",38,Driver,Morning Peak,High,16,Neutral,Crowding
578,The conductor spoke politely and guided passengers clearly.,42,Factory Worker,Morning Peak,High,3,Positive,Staff Behavior
579,"The fare felt acceptable, though service quality could still improve.",34,Teacher,Morning Peak,High,19,Neutral,Cost
580,"The inside of the bus was dusty, the seats were dirty, and there was a bad smell the whole way.",60,Small Business,Morning Peak,Moderate,25,Negative,Cleanliness
581,There was no clear information about where the bus would stop or how long the delay would be.,42,Driver,Evening Peak,High,47,Negative,Information
582,"The footpath near the stop was crowded and broken, so reaching the bus safely was not easy.",52,Student,Evening Peak,High,60,Negative,Accessibility
583,Availability was better today and I did not have to wait too long.,42,Homemaker,Morning Peak,Severe,9,Positive,Availability
584,"Peak time e bus kom thake, tai sobai ekta bus er upor chap pore jay.",27,Banker,Evening Peak,High,33,Negative,Availability
585,Crowding made the ride stressful from start to finish. I could barely breathe comfortably.,22,Office Employee,Evening Peak,High,50,Negative,Crowding
586,"The inside looked maintained, which made the trip easier to tolerate.",30,Teacher,Morning Peak,Severe,10,Positive,Cleanliness
587,I felt comparatively secure throughout the journey.,55,Teacher,Morning Peak,Moderate,5,Positive,Safety
588,Getting on and off was smoother than usual.,37,Student,Morning Peak,High,6,Positive,Accessibility
589,Service frequency was neither very good nor very bad.,26,Freelancer,Morning Peak,High,11,Neutral,Availability
590,The driver was braking so hard that everyone almost fell forward. I honestly did not feel safe.,27,Freelancer,Morning Peak,Moderate,58,Negative,Safety
591,"Same problem again to long wait, slow movement, and too many unnecessary stops. Morning peak in Dhaka feels impossible sometimes.",34,Homemaker,Morning Peak,Severe,34,Negative,Delay
592,"The local bus showed up very late today. By the time I reached my office, I was already behind schedule.",59,Factory Worker,Evening Peak,High,37,Negative,Delay
593,"Comfort was average tono major issue, no special improvement.",26,Freelancer,Morning Peak,High,17,Neutral,Comfort
594,The bus was so full that I had to stand bent near the gate for almost the whole trip.,52,Banker,Morning Peak,Moderate,47,Negative,Crowding
595,The bus stopped properly and boarding was easier today.,45,Freelancer,Evening Peak,Moderate,3,Positive,Accessibility
596,The bus doors were crowded and there was no support for people who need extra time to board.,19,Shopkeeper,Morning Peak,High,23,Negative,Accessibility
597,"I had to stand for part of the journey, though it was manageable.",47,Factory Worker,Evening Peak,Moderate,15,Neutral,Crowding
598,"The bus was busy but still manageable, which is a relief during peak time.",59,Teacher,Morning Peak,High,5,Positive,Crowding
599,The conductor kept shouting instead of answering simple fare questions calmly.,58,Student,Evening Peak,High,20,Negative,Staff Behavior
600,"Same problem again to long wait, slow movement, and too many unnecessary stops. Morning peak in Dhaka feels impossible sometimes.",48,Student,Evening Peak,High,30,Negative,Delay
601,"For once, the trip moved smoothly and I reached on time.",18,Banker,Morning Peak,Moderate,8,Positive,Delay
602,Helper er kotha bolar dhoron bhalo chilo na. Choto proshno korleo kharap bhabe jawab dicchilo.,25,Teacher,Morning Peak,High,42,Negative,Staff Behavior
603,"The inside looked maintained, which made the trip easier to tolerate.",23,Office Employee,Evening Peak,Severe,3,Positive,Cleanliness
604,"Boarding was more orderly today, which made the trip feel safer.",38,Healthcare Worker,Morning Peak,High,8,Positive,Safety
605,A calm and respectful attitude from the staff made the ride easier.,41,Healthcare Worker,Evening Peak,High,6,Positive,Staff Behavior
606,Crowding was less intense than I expected today.,42,Shopkeeper,Evening Peak,Moderate,4,Positive,Crowding
607,"For a local bus, the condition was actually acceptable today.",50,Shopkeeper,Evening Peak,Moderate,9,Positive,Cleanliness
608,Bus e emon bhir chilo je neme jabar agei chinta hoye jacchilo kivabe gate porjonto jabo.,28,Student,Morning Peak,High,18,Negative,Crowding
609,"Nothing serious happened, but the route still feels a little risky during rush hour.",33,Freelancer,Morning Peak,Moderate,16,Neutral,Safety
610,I had to ask three people before confirming whether this bus was going my way.,18,Homemaker,Evening Peak,Moderate,54,Negative,Information
611,Service frequency was neither very good nor very bad.,47,Student,Evening Peak,Low,18,Neutral,Availability
612,"I got enough information after asking around, though it was not very clear at first.",37,Healthcare Worker,Evening Peak,Severe,18,Neutral,Information
613,"I had to stand for part of the journey, though it was manageable.",37,Teacher,Morning Peak,Moderate,8,Neutral,Crowding
614,This route is hard for elderly passengers. Even healthy people struggle to board during peak hours.,36,Banker,Morning Peak,High,40,Negative,Accessibility
615,"The fare felt acceptable, though service quality could still improve.",30,Shopkeeper,Morning Peak,High,9,Neutral,Cost
616,"Boarding took some effort, but I managed without much trouble.",51,Banker,Morning Peak,Severe,10,Neutral,Accessibility
617,Staff behavior made the whole ride more unpleasant than it needed to be.,51,Healthcare Worker,Morning Peak,High,63,Negative,Staff Behavior
618,Ventilation was decent and the trip was less tiring today.,48,Job Seeker,Evening Peak,Moderate,6,Positive,Comfort
619,"The driver handled the bus carefully today, and the ride felt safer than usual.",19,Office Employee,Evening Peak,High,11,Positive,Safety
620,Service frequency was neither very good nor very bad.,35,Driver,Morning Peak,Severe,14,Neutral,Availability
621,I did not mind paying this fare because the trip was manageable.,52,Homemaker,Morning Peak,High,8,Positive,Cost
622,Communication from the conductor was average today.,45,Office Employee,Morning Peak,High,17,Neutral,Staff Behavior
623,"Too many passengers, no personal space, and constant pushing—this should not be normal.",59,Office Employee,Morning Peak,Severe,18,Negative,Crowding
624,There were far fewer buses than the number of waiting passengers. The line just kept getting longer.,38,Student,Morning Peak,Severe,53,Negative,Availability
625,"Compared with other days, today the cost felt reasonable.",31,Banker,Morning Peak,Moderate,10,Positive,Cost
626,"A bus came after some waiting, so availability was average today.",53,Student,Morning Peak,Severe,14,Neutral,Availability
627,The fare felt fair enough for the distance I traveled.,18,Job Seeker,Morning Peak,Severe,3,Positive,Cost
628,"The stop access felt manageable, even during the busy hour.",18,Shopkeeper,Evening Peak,Severe,12,Positive,Accessibility
629,Ventilation was decent and the trip was less tiring today.,48,Small Business,Evening Peak,High,8,Positive,Comfort
630,Staff behavior was better today; they were helpful without being rude.,51,Homemaker,Morning Peak,Low,8,Positive,Staff Behavior
631,"I was standing at Jatrabari for almost 27 minutes and still no bus came on time. For a weekday peak hour, this is exhausting.",49,Office Employee,Evening Peak,High,29,Negative,Delay
632,"I had to stand for part of the journey, though it was manageable.",44,Homemaker,Morning Peak,Severe,12,Neutral,Crowding
633,I could stand comfortably enough without being pushed around too much.,29,Office Employee,Evening Peak,High,6,Positive,Crowding
634,"Nothing serious happened, but the route still feels a little risky during rush hour.",35,Teacher,Morning Peak,High,8,Neutral,Safety
635,"It was not cheap, but not unreasonable either.",54,Homemaker,Morning Peak,Severe,14,Neutral,Cost
636,"It was a typical weekday trip, neither smooth nor terrible.",38,Student,Evening Peak,High,20,Neutral,Comfort
637,"The route details were clear enough today, so I did not have to guess much.",59,Job Seeker,Evening Peak,Severe,3,Positive,Information
638,A little politeness would make a big difference for regular commuters.,20,Homemaker,Evening Peak,High,20,Negative,Staff Behavior
639,Crowding was less intense than I expected today.,26,Banker,Morning Peak,Severe,3,Positive,Crowding
640,"The fare felt acceptable, though service quality could still improve.",31,Job Seeker,Morning Peak,High,17,Neutral,Cost
641,"Same problem again to long wait, slow movement, and too many unnecessary stops. Morning peak in Dhaka feels impossible sometimes.",49,Office Employee,Morning Peak,High,55,Negative,Delay
642,"A bus came after some waiting, so availability was average today.",45,Small Business,Morning Peak,High,9,Neutral,Availability
643,"People were pushing near the gate while boarding, and it felt risky, especially for women and older passengers.",37,Student,Morning Peak,High,39,Negative,Safety
644,A little politeness would make a big difference for regular commuters.,22,Homemaker,Evening Peak,Severe,60,Negative,Staff Behavior
645,"Cleanliness was average today to nothing impressive, nothing terrible.",30,Banker,Morning Peak,Severe,16,Neutral,Cleanliness
646,"The route details were clear enough today, so I did not have to guess much.",22,Factory Worker,Morning Peak,High,6,Positive,Information
647,"Bus e kono clear information chilo na, especially notun passenger der jonno eta problem.",18,Freelancer,Evening Peak,High,19,Negative,Information
648,Even a small sign or proper announcement could have made this trip easier.,25,Factory Worker,Morning Peak,High,38,Negative,Information
649,"Peak time e bus kom thake, tai sobai ekta bus er upor chap pore jay.",22,Freelancer,Evening Peak,Moderate,26,Negative,Availability
650,A little politeness would make a big difference for regular commuters.,32,Healthcare Worker,Evening Peak,High,52,Negative,Staff Behavior
651,Crowding made the ride stressful from start to finish. I could barely breathe comfortably.,57,Homemaker,Morning Peak,Severe,22,Negative,Crowding
652,"The local bus showed up very late today. By the time I reached my exam, I was already behind schedule.",38,Office Employee,Morning Peak,Moderate,33,Negative,Delay
653,"The staff were not especially helpful, but they were not very rude either.",41,Healthcare Worker,Morning Peak,Severe,20,Neutral,Staff Behavior
654,The driver was braking so hard that everyone almost fell forward. I honestly did not feel safe.,56,Banker,Morning Peak,Severe,26,Negative,Safety
655,"The bus was busy but still manageable, which is a relief during peak time.",53,Teacher,Evening Peak,High,6,Positive,Crowding
656,"Vara ta service er sathe match kore na. Joto taka dei, toto quality pai na.",26,Shopkeeper,Evening Peak,High,25,Negative,Cost
657,"For a local bus, the condition was actually acceptable today.",33,Small Business,Morning Peak,Moderate,10,Positive,Cleanliness
658,There were far fewer buses than the number of waiting passengers. The line just kept getting longer.,42,Small Business,Evening Peak,Moderate,36,Negative,Availability
